candidate_id,series,candidate_order,x_px,y_px,x,y,uncertainty_x,uncertainty_y,visibility_status,evidence_segment_break_before,evidence_break_reason,source_sha256,spec_sha256,extractor_id,quality_status,anomaly_codes
response:000087,response,87,127,33.5,10.700000000000003,4.45,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000088,response,88,128,33.5,10.8,4.45,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000089,response,89,129,32.5,10.900000000000002,4.550000000000001,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000090,response,90,130,32.5,11.0,4.550000000000001,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000091,response,91,131,31.5,11.100000000000001,4.65,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000092,response,92,132,31.5,11.200000000000003,4.65,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000093,response,93,133,31.5,11.3,4.65,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000094,response,94,134,30.5,11.400000000000002,4.75,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000095,response,95,135,30.5,11.500000000000004,4.75,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000096,response,96,136,29.5,11.600000000000001,4.85,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000097,response,97,137,29.5,11.700000000000003,4.85,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000098,response,98,138,28.5,11.8,4.95,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000099,response,99,139,28.5,11.900000000000002,4.95,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000100,response,100,140,28.5,12.000000000000004,4.95,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
